Package_Name,IO_Operations,File_Operations,Network_Operations,Time_Operations,Security_Operations,Process_Operations,Read_Processes,Write_Processes,Read_Data_Transfer,Write_Data_Transfer,File_Access_Processes,Total_Dependencies_List,Direct_Dependencies_List,Indirect_Dependencies_List,Root_DIR_Access,Temp_DIR_Access,Home_DIR_Access,User_DIR_Access,Sys_DIR_Access,Etc_DIR_Access,Other_DIR_Access,Local_IPs_Access,Remote_IPs_Access,Local_Port_Access,Remote_Port_Access,Total_Dependencies,Direct_Dependencies,Indirect_Dependencies,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Level
capmostercloudclient-1.0.0.tar.gz,"poll, ioctl",,uname,,,getpid,"opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","strace, opensnoop-bpfcc, StreamT~ns, Indexed~IO, StreamTrans","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, tcpstates-bpfcc","StreamT~ns, strace, pip, sqldb:c~lite, Indexed~IO","gnome-system-mo, pip, pgrep, StreamT~ns, opensnoop-bpfcc",capmostercloudclient-1.0.0;,,,0,25,2420,214,1272,132,231,2,10,139,3,11,3,8,openat -> fstat -> ioctl,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,1
cffy-1.15.1.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, systemd-logind","strace, StreamT~ns, opensnoop-bpfcc, StreamTrans, cc1","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, tcpstates-bpfcc","StreamT~ns, strace, pip, StreamTrans, cc1","gnome-system-mo, pip, StreamT~ns, strace, pgrep",cffy-1.15.1; pycparser-2.22;,,pycparser;,6,374,4010,3061,1302,309,1492,1,5,15,2,6,2,4,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,0
cloud_client-1.34.tar.gz,"ioctl, poll",,uname,,,"wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamT~ns, strace, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, gnome-system-mo, pip, StreamT~ns, opensnoop-bpfcc",cloud-client-1.34;,,,28,60,525,1035,1280,281,914,3,72,108,24,0,0,0,openat -> fstat -> ioctl,ioctl -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> openat -> fstat -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
coloramws-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","strace, opensnoop-bpfcc, StreamT~ns, Indexed~IO, Classif~ate","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, tcpstates-bpfcc","StreamT~ns, strace, Classif~ate, Indexed~IO, pip","gnome-system-mo, pip, StreamT~ns, pgrep, sqldb:c~lite",coloramws-1.0.0;,,,0,24,1251,588,788,394,1009,1,18,133,2,0,0,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
colorram-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, systemd-logind, pip","opensnoop-bpfcc, strace, StreamT~ns, pip, filetop-bpfcc","filetop-bpfcc, opensnoop-bpfcc, pip, pgrep, gnome-system-mo","StreamT~ns, pip, opensnoop-bpfcc, strace, filetop-bpfcc","pgrep, pip, gnome-system-mo, opensnoop-bpfcc, filetop-bpfcc",colorram-1.0.0;,,,2,113,2368,1364,1316,540,4047,3,8,31,4,8,4,4,openat -> fstat -> ioctl,ioctl -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,1
colorsama-0.4.5.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamT~ns, Indexed~IO, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamT~ns, strace, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, gnome-system-mo, pip, StreamT~ns, sqldb:c~lite",colorsama-0.4.5;,,,0,15,59,828,275,562,2805,2,216,541,51,0,0,4,lseek -> lseek -> lseek,fstat -> ioctl -> lseek,brk -> brk -> brk -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,0
crypto-os-4.5.2.tar.gz,ioctl,,"getrandom, uname",clock_gettime,,getpid,"opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","strace, opensnoop-bpfcc, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","strace, StreamTrans, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, pip, gnome-system-mo, opensnoop-bpfcc, sqldb:c~lite",crypto-os-4.5.2;,,,0,14,8,257,1284,199,310,4,21,21,10,0,0,0,read -> read -> read,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,0
cryptographz-1.0.0.tar.gz,"poll, ioctl",pipe2,uname,,,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, pip, filetop-bpfcc, gnome-system-mo","strace, opensnoop-bpfcc, Socket, StreamTrans, pip","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, pgrep","Socket, StreamTrans, strace, pip, sqldb:c~lite","gnome-system-mo, pip, pgrep, gnome-terminal-, StreamTrans",certifi-2024.8.30; cffi-1.17.1; charset-normalizer-3.4.0; cryptography-40.0.2; cryptographz-1.0.0; idna-3.10; pycparser-2.22; requests-2.28.2; urllib3-1.26.20;,,"certifi>=2017.4.17; cffi>=1.12; charset-normalizer<4,>=2; cryptography==40.0.2; idna<4,>=2.5; pycparser; requests==2.28.2; urllib3<1.27,>=1.21.1;",0,89,19,322,1212,176,811,2,30,155,11,1,0,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> error=ENOENT -> no-fd,0
cryptograpyh-0.1.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, nautilus, pgrep","strace, opensnoop-bpfcc, Socket, StreamTrans, pip","opensnoop-bpfcc, filetop-bpfcc, pip, nautilus, tcpstates-bpfcc","Socket, StreamTrans, strace, pip, opensnoop-bpfcc","pgrep, gnome-system-mo, pip, StreamTrans, opensnoop-bpfcc",cryptograpyh-0.1;,,,332,23,1547,765,1219,194,255,2,24,50,8,0,0,0,close -> newfstatat -> newfstatat,read -> read -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,1
cstmotkinter-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"pgrep, opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, gnome-system-mo","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, gnome-system-mo, pip","StreamTrans, strace, Indexed~, sqldb:c~lite, opensnoop-bpfcc","pgrep, gnome-system-mo, StreamTrans, grep, pip",cstmotkinter-1.0.0;,,,499,14,1248,1229,134,418,1022,3,14,63,8,19,2,17,newfstatat -> newfstatat -> newfstatat,read -> read -> read,read -> read -> poll -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> fd=4,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,1
cusgtomtkinter-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","strace, StreamTrans, pip, opensnoop-bpfcc, sqldb:c~lite","pip, pgrep, gnome-system-mo, opensnoop-bpfcc, StreamTrans",cusgtomtkinter-1.0.0;,,,0,22,1253,810,1233,452,3093,2,20,18,8,0,0,0,newfstatat -> openat -> fstat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,0
custojmtkinter-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","strace, opensnoop-bpfcc, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","strace, StreamTrans, pip, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pip, pgrep, opensnoop-bpfcc, StreamTrans",custojmtkinter-1.0.0;,,,501,49,2765,1740,1226,607,1688,2,11,33,5,0,0,0,close -> newfstatat -> openat,openat -> fstat -> getdents64,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> openat -> no-error -> no-fd,openat -> fstat -> getdents64 -> no-error -> no-fd,1
custoktkinter-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","strace, opensnoop-bpfcc, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","strace, StreamTrans, pip, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pip, pgrep, StreamTrans, opensnoop-bpfcc",custoktkinter-1.0.0;,,,0,21,780,561,606,379,503,3,9,97,5,0,0,0,openat -> fstat -> ioctl,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,1
customkinter-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pip, pgrep, StreamTrans, opensnoop-bpfcc",customkinter-1.0.0;,,,0,94,691,563,1204,136,239,2,10,169,3,0,0,0,openat -> fstat -> ioctl,fstat -> ioctl -> lseek,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
customtkibter-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, gnome-system-mo","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pip, pgrep, StreamTrans, opensnoop-bpfcc",customtkibter-1.0.0;,,,505,36,2707,2001,988,636,1312,0,0,0,0,1,0,0,openat -> fstat -> ioctl,ioctl -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> openat -> fstat -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
customtkinber-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,,"wait4, vfork, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, pgrep","strace, StreamTrans, pip, opensnoop-bpfcc, sqldb:c~lite","pip, pgrep, gnome-system-mo, opensnoop-bpfcc, strace",customtkinber-1.0.0;,,,501,38,2708,1810,1223,364,1284,2,29,67,13,0,0,0,read -> read -> poll,read -> poll -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> read -> poll -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,1
customtkintar-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, pip, gnome-system-mo","opensnoop-bpfcc, strace, StreamTrans, filetop-bpfcc, gnome-system-mo","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","StreamTrans, strace, opensnoop-bpfcc, filetop-bpfcc, gnome-system-mo","pgrep, gnome-system-mo, StreamTrans, pip, opensnoop-bpfcc",customtkintar-1.0.0;,,,2,105,801,723,843,104,638,3,21,165,3,1,0,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
customtkinted-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, filetop-bpfcc, pgrep, systemd-logind, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","strace, StreamTrans, opensnoop-bpfcc, pip, sqldb:c~lite","pgrep, pip, StreamTrans, gnome-system-mo, opensnoop-bpfcc",customtkinted-1.0.0;,,,501,50,3331,2568,1240,1203,5497,2,115,284,35,0,0,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
customtkinteer-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"wait4, vfork, getpid","opensnoop-bpfcc, filetop-bpfcc, pgrep, tcpstates-bpfcc, pip","strace, opensnoop-bpfcc, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, pip, gnome-system-mo, StreamTrans, opensnoop-bpfcc",customtkinteer-1.0.0;,,,0,52,756,617,378,370,946,4,248,432,54,0,0,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
customtkintet-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","strace, opensnoop-bpfcc, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, pip, gnome-system-mo, StreamTrans, opensnoop-bpfcc",customtkintet-1.0.0;,,,4,94,686,873,723,184,817,2,61,281,21,38,0,37,clock_gettime -> lseek -> clock_gettime,read -> clock_gettime -> poll,lseek -> clock_gettime -> lseek -> no-error -> no-fd,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,read -> clock_gettime -> poll -> no-error -> no-fd,clock_gettime -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> no-fd,0
customtkinyer-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,,"wait4, vfork, getpid","opensnoop-bpfcc, pgrep, tcpstates-bpfcc, filetop-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","pgrep, gnome-system-mo, pip, StreamTrans, grep",customtkinyer-1.0.0;,,,5,41,387,735,1211,225,733,2,28,38,13,0,0,0,lseek -> lseek -> lseek,ioctl -> ioctl -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,close -> newfstatat -> openat -> no-error -> no-fd,0
customtkznter-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, Classif~date, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, pgrep","StreamTrans, strace, pip, Classif~date, opensnoop-bpfcc","pgrep, pip, gnome-system-mo, StreamTrans, opensnoop-bpfcc",customtkznter-1.0.0;,,,0,53,1655,878,1162,436,2578,2,51,113,19,11,0,10,newfstatat -> newfstatat -> newfstatat,newfstatat -> openat -> fstat,read -> read -> poll -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,poll -> read -> read -> no-error -> fd=4,0
custotinter-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, tcpstates-bpfcc","StreamTrans, strace, pip, opensnoop-bpfcc, sqldb:c~lite","gnome-system-mo, pgrep, pip, StreamTrans, opensnoop-bpfcc",custotinter-1.0.0;,,,501,50,2710,1671,1233,599,1596,2,22,53,11,11,0,10,newfstatat -> openat -> fstat,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,0
custvomtkinter-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, Classif~date, pip","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, pgrep","StreamTrans, strace, Classif~date, pip, opensnoop-bpfcc","pgrep, pip, gnome-system-mo, StreamTrans, opensnoop-bpfcc",custvomtkinter-1.0.0;,,,0,7,10,281,256,181,2636,3,31,225,3,0,0,0,read -> read -> read,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,0
cypress-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, nautilus, pgrep","opensnoop-bpfcc, strace, StreamTrans, StreamT~ns, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, nautilus, gnome-system-mo","StreamTrans, strace, StreamT~ns, pip, opensnoop-bpfcc","gnome-system-mo, pgrep, pip, StreamTrans, sqldb:c~lite",cypress-1.0.0;,,,0,128,2005,1080,994,438,3550,2,15,38,8,8,2,6,read -> read -> clock_gettime,newfstatat -> newfstatat -> newfstatat,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,read -> read -> clock_gettime -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,clock_gettime -> lseek -> clock_gettime -> no-error -> no-fd,0
dasdhaiusd1212-1.0.117.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, nautilus, filetop-bpfcc, tcpstates-bpfcc, pgrep","opensnoop-bpfcc, strace, StreamTrans, StreamT~ns, Classif~date","opensnoop-bpfcc, filetop-bpfcc, pip, nautilus, pgrep","strace, StreamTrans, StreamT~ns, pip, Classif~date","gnome-system-mo, pgrep, pip, StreamTrans, sqldb:c~lite",certifi-2024.8.30; charset-normalizer-3.4.0; dasdhaiusd1212-1.0.117; idna-3.10; requests-2.32.3; urllib3-2.2.3;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests; urllib3<3,>=1.21.1;",501,139,3335,1904,1219,682,2741,2,52,104,23,0,0,0,openat -> fstat -> fcntl,fstat -> fcntl -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> fcntl -> no-error -> no-fd,fstat -> fcntl -> fstat -> no-error -> no-fd,1
data-platform-observability-validation-999.9.20.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, nautilus, pgrep, filetop-bpfcc, tcpstates-bpfcc","strace, opensnoop-bpfcc, StreamT~ns, StreamTrans, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, nautilus, gnome-system-mo","StreamT~ns, StreamTrans, strace, pip, sqldb:c~lite","gnome-system-mo, pgrep, pip, StreamTrans, StreamT~ns",data-platform-observability-validation-999.9.20;,,,0,6,6708,96,486,55,1242,2,18,50,9,0,0,0,openat -> fstat -> ioctl,ioctl -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> openat -> fstat -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
discord-addon-1.5.3.tar.gz,"ioctl, poll",pipe2,uname,,,"wait4, vfork, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, gnome-system-mo","strace, opensnoop-bpfcc, StreamT~ns, python, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, tcpstates-bpfcc","StreamT~ns, strace, pip, sqldb:c~lite, opensnoop-bpfcc","gnome-system-mo, pip, StreamT~ns, pgrep, sqldb:c~lite",discord-addon-1.5.3;,,,0,43,377,274,1221,135,307,2,86,187,25,0,0,0,newfstatat -> openat -> fstat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,0
discord-commands-0.0.1.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, gnome-system-mo","strace, opensnoop-bpfcc, StreamT~ns, python, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, gnome-system-mo, pip, tcpstates-bpfcc","StreamT~ns, strace, pip, sqldb:c~lite, python","gnome-system-mo, pgrep, StreamT~ns, pip, nautilus",discord-commands-0.0.1;,,,501,21,2052,1325,607,468,370,2,12,33,5,5,1,4,openat -> fstat -> fcntl,fstat -> fcntl -> fstat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> fcntl -> no-error -> no-fd,fstat -> fcntl -> fstat -> no-error -> no-fd,1
